id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1457720846672400384,1457720846672400384,2021-11-08 20:15:07 India Standard Time,2021-11-08,20:15:07,+0530,20536157,google,Google,,"Fold it, prop it, watch it: Experience a whole new way to enjoy @YouTube with the Samsung Galaxy Z Fold3 5G. Learn more →  https://t.co/5JtVp2FGx2  https://t.co/w1uVYjgpnB",en,"[{'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]",['http://unfold.withgoogle.com'],['https://pbs.twimg.com/tweet_video_thumb/FDrdXERXoAINrjI.jpg'],137,794,2816,[],[],https://twitter.com/Google/status/1457720846672400384,False,,1,https://pbs.twimg.com/tweet_video_thumb/FDrdXERXoAINrjI.jpg,,,,,,,[],,,,
1457649098652143616,1457649098652143616,2021-11-08 15:30:01 India Standard Time,2021-11-08,15:30:01,+0530,59028840,ais_thailand,AIS,,"Samsung Galaxy Z Fold3 I Flip3 5G สุดยอดสมาร์ทโฟนจอพับ บนเครือข่าย AIS 5G ที่ดีที่สุด เริ่มเพียง 22,900.-  สมัครแพ็กเกจ 5G Hot Deal Max Speed เร็วแรง รับข้อเสนอสุด Exclusive ฟรี! คลิก &gt;  https://t.co/jNWIivv48o  #AIS5G #AISxSamsung #GalaxyZSeries  https://t.co/DjbYYdIcKt",th,[],['https://m.ais.co.th/ApHdnD2C8'],['https://pbs.twimg.com/media/FDaqiIxVUAAN-S3.jpg'],2,0,2,"['ais5g', 'aisxsamsung', 'galaxyzseries']",[],https://twitter.com/AIS_Thailand/status/1457649098652143616,False,,1,https://pbs.twimg.com/media/FDaqiIxVUAAN-S3.jpg,,,,,,,[],,,,
